timestamp,FQDN_count,subdomain_length,upper,lower,numeric,entropy,special,labels,labels_max,labels_average,longest_word,sld,len,subdomain,malicious
2020-11-22 02:21:51.353756,32,0,32,0,0,2.7351318897194044,0,1,32,32,N,FHEPFCELEHFCEPFFFACACACACACACABN,33,0,1
2020-11-22 02:21:52.192062,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:21:52.602831,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:21:53.015191,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:21:53.355913,32,0,32,0,0,2.7351318897194044,0,1,32,32,N,FHEPFCELEHFCEPFFFACACACACACACABN,33,0,1
2020-11-22 02:21:53.356263,32,0,32,0,0,2.7351318897194044,0,1,32,32,N,FHEPFCELEHFCEPFFFACACACACACACABN,33,0,1
2020-11-22 02:21:53.425863,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:21:53.838261,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:21:54.248535,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:21:55.483683,25,8,0,10,9,2.5566416671474372,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:21:55.600348,21,15,0,12,4,3.8022070693131047,5,3,10,6.333333333333333,local,local,21,1,1
2020-11-22 02:21:55.893709,25,8,0,10,9,2.5566416671474372,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:21:56.306569,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:21:56.717117,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:21:58.524996,25,8,0,10,9,2.5566416671474372,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:21:58.934907,25,8,0,10,9,2.5566416671474372,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:22:00.551936,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:00.962256,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:01.375018,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:01.785187,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:02.197715,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:02.607702,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:03.843547,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:04.254165,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:04.666665,25,8,0,10,9,2.7862156256610593,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:22:05.076940,25,8,0,10,9,2.7862156256610593,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:22:06.311588,25,8,0,10,9,2.5566416671474372,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:22:06.722079,25,8,0,10,9,2.5566416671474372,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:22:07.135172,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:07.545616,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:09.559764,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:22:09.969620,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:22:11.386059,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:11.796268,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:11.954321,15,0,11,0,3,3.625,1,1,15,15,C,DESKTOP-3JF04TC,16,0,1
2020-11-22 02:22:12.208288,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:22:12.618520,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:22:13.854163,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:14.264458,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:15.600698,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:22:16.011084,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:22:16.423306,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:16.833704,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:17.246811,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:17.657063,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:18.069468,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:18.480245,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:19.715455,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:20.125657,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:20.538089,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:20.948844,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:21.361336,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:21.771803,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:23.007245,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:23.417729,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:23.830383,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:24.240647,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:24.653535,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:25.063782,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:26.536058,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:26.946397,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:27.358556,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:27.769088,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:29.004692,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:29.415633,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:29.828538,25,8,0,10,9,2.5566416671474372,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:22:30.239123,25,8,0,10,9,2.5566416671474372,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:22:31.474628,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:31.885107,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:33.355722,25,8,0,10,9,2.7862156256610593,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:22:33.766052,25,8,0,10,9,2.7862156256610593,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:22:34.178853,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:34.589471,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:35.824838,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:36.235298,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:37.548201,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:37.958559,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:39.553390,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:39.963159,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:40.377171,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:22:40.787481,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:22:42.023051,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:42.308830,16,10,0,12,0,3.077819531114783,4,3,5,4.666666666666667,local,local,16,1,1
2020-11-22 02:22:42.433647,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:42.846137,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:22:43.256510,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:22:44.492503,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:44.902769,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:45.315813,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:22:45.726272,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:22:46.963264,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:47.372068,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:47.784533,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:48.194939,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:49.430826,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:49.841292,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:50.253843,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:50.664701,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:51.077407,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:51.487760,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:52.722898,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:53.133123,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:53.545995,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:53.955957,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:54.368633,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:54.778972,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:22:56.014419,25,8,0,10,9,2.5566416671474372,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:22:56.425236,25,8,0,10,9,2.5566416671474372,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:22:56.837388,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:57.248271,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:58.614335,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:59.024683,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:22:59.437829,25,8,0,10,9,2.5566416671474372,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:22:59.848194,25,8,0,10,9,2.5566416671474372,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:23:01.083757,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:01.494056,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:01.906677,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:02.317517,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:02.729836,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:03.140868,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:04.376753,25,8,0,10,9,2.7862156256610593,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:23:04.787086,25,8,0,10,9,2.7862156256610593,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:23:05.199494,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:05.610061,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:06.022419,25,8,0,10,9,2.5566416671474372,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:23:06.433112,25,8,0,10,9,2.5566416671474372,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:23:07.668533,28,11,0,10,12,2.2057885242721635,6,6,7,3.8333333333333335,9,239,15,1,1
2020-11-22 02:23:08.078626,28,11,0,10,12,2.2057885242721635,6,6,7,3.8333333333333335,9,239,15,1,1
2020-11-22 02:23:08.491160,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:08.901791,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:10.137592,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:23:10.547839,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:23:10.960487,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:11.371250,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:12.606834,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:23:13.017137,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:23:13.429174,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:13.839473,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:15.075157,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:23:15.485963,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:23:15.898395,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:16.308451,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:17.544469,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:17.699093,16,10,0,12,0,3.077819531114783,4,3,5,4.666666666666667,local,local,16,1,1
2020-11-22 02:23:17.954712,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:18.367223,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:18.778030,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:19.190714,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:19.600797,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:20.681601,15,0,11,0,3,3.625,1,1,15,15,C,DESKTOP-3JF04TC,16,0,1
2020-11-22 02:23:20.837007,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:21.247836,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:21.660248,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:22.070479,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:22.483219,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:22.894199,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:23.306192,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:23.716832,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:24.951568,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:25.361845,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:25.774290,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:26.184566,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:27.419692,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:27.830564,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:28.243204,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:28.654058,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:29.066074,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:29.476774,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:30.712048,25,8,0,10,9,2.5566416671474372,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:23:31.122257,25,8,0,10,9,2.5566416671474372,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:23:31.534702,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:31.944681,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:33.179955,25,8,0,10,9,2.7862156256610593,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:23:33.590830,25,8,0,10,9,2.7862156256610593,6,6,7,3.3333333333333335,2,192,12,1,1
2020-11-22 02:23:34.003411,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:34.413805,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:35.649276,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:36.059298,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:36.471554,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:36.881725,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:39.533987,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:23:39.943808,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:23:40.145204,32,0,32,0,0,2.674525829113344,0,1,32,32,L,FHEPFCELEHFCEPFFFACACACACACACABL,33,0,1
2020-11-22 02:23:40.536294,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:40.893880,32,0,32,0,0,2.674525829113344,0,1,32,32,L,FHEPFCELEHFCEPFFFACACACACACACABL,33,0,1
2020-11-22 02:23:40.946742,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:41.643966,32,0,32,0,0,2.674525829113344,0,1,32,32,L,FHEPFCELEHFCEPFFFACACACACACACABL,33,0,1
2020-11-22 02:23:42.182971,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:42.593376,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:43.005733,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:23:43.416082,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:23:44.394553,32,0,32,0,0,2.674525829113344,0,1,32,32,L,FHEPFCELEHFCEPFFFACACACACACACABL,33,0,1
2020-11-22 02:23:44.651352,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:45.061365,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:45.143884,32,0,32,0,0,2.674525829113344,0,1,32,32,L,FHEPFCELEHFCEPFFFACACACACACACABL,33,0,1
2020-11-22 02:23:45.474026,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:23:45.884017,26,9,0,10,10,2.742337624271511,6,6,7,3.5,2,192,13,1,1
2020-11-22 02:23:45.893864,32,0,32,0,0,2.674525829113344,0,1,32,32,L,FHEPFCELEHFCEPFFFACACACACACACABL,33,0,1
2020-11-22 02:23:46.296731,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:46.706992,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:47.942382,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:48.352418,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,4,224,11,1,1
2020-11-22 02:23:48.644338,32,0,32,0,0,2.674525829113344,0,1,32,32,L,FHEPFCELEHFCEPFFFACACACACACACABL,33,0,1
2020-11-22 02:23:48.765268,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:49.176063,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,2,192,14,1,1
2020-11-22 02:23:49.393928,32,0,32,0,0,2.674525829113344,0,1,32,32,L,FHEPFCELEHFCEPFFFACACACACACACABL,33,0,1
